username,location,tweetcreatedts,retweetcount,text,hashtags
manhattanmarxi1,"New York, NY",2021-01-30 23:57:40,1,"The new strains of #COVID are changing ahead of the #CovidVaccines. This isn’t an accident or mean the work of the pharmaceuticals to develop #CovidVaccine was doomed from the start. Not at all. The economic policy hasn’t matched scientific &amp; social needs
https://t.co/zIq61IeS4G","[{'text': 'COVID', 'indices': [19, 25]}, {'text': 'CovidVaccines', 'indices': [52, 66]}, {'text': 'CovidVaccine', 'indices': [142, 155]}]"
Cat4Democracy,,2021-01-30 23:56:56,6,"Republicans have worked to spread #COVID , to thwart masks and lockdown, to send people back to work and school AS WELL AS foment a violent insurrection intended to overturn the 2020 election.

And not one of those treasonous fucks has a scratch on them or has lost a job.","[{'text': 'COVID', 'indices': [53, 59]}]"
AustinB_BYU,,2021-01-30 23:54:44,0,I’m wondering why hasn’t this ever been tested before? Medical professionals have been wearing masks for almost a century. Why aren’t they double masking in surgeries or around the extremely vulnerable now that this new medical breakthrough has come out? #DoubleMasks #COVID https://t.co/bXQ5PiZ5W5,"[{'text': 'DoubleMasks', 'indices': [255, 267]}, {'text': 'COVID', 'indices': [268, 274]}]"
HeleneBlanchard,,2021-01-30 23:52:26,7,"Scott Morrison ignored the constitutional duty of having a quarantine system in place (or developing one), it was the state Premiers and Territory leaders that got us through #COVID.

#auspol #auspol2021 #Insiders #COVID19 #COVID19Aus https://t.co/11pMV08JC6",[]
StuartPoet,Kirkcudbrightshire,2021-01-30 23:51:55,0,"BAUKIT 

Fower waas, wid, a wheen o crottles,
Nae need fir warmth oot tot or bottle, 
Nae need fir ocht by whit's richt here,
Guid luck, guid freens, guid graith, braw gear,
A hail warl at ma fingertips
An yin tae come gey fu o cantrips.

#Scots #Optimism
#COVID
#LUCKYMAN https://t.co/vamR1pnMSw","[{'text': 'Scots', 'indices': [239, 245]}, {'text': 'Optimism', 'indices': [246, 255]}, {'text': 'COVID', 'indices': [256, 262]}, {'text': 'LUCKYMAN', 'indices': [263, 272]}]"
ThamerKMZ,Saudi Arabia - Jeddah - #med10,2021-01-30 23:51:20,27,"Recommendations of the ASRM COVID Task Force as reported in Update Number 12:  #COVID-19 vaccination is recommended for women who are contemplating pregnancy or who are pregnant in order to minimize risks to themselves and their pregnancy
#covidvaccine
https://t.co/AVXKMDPasr https://t.co/fnSGx5sqFm","[{'text': 'COVID', 'indices': [94, 100]}]"
DavidLKeating,Maryland USA,2021-01-30 23:49:46,0,"@SWhyno Incredibly @NHL #COVID protocols say ZERO about ventilation and air filtration or better masks. I guess no one told them #COVIDisAirborne.  I can help you with story on this.
https://t.co/zPmlsL5Jki","[{'text': 'COVID', 'indices': [24, 30]}, {'text': 'COVIDisAirborne', 'indices': [129, 145]}]"
keithkasarjian,,2021-01-30 23:49:20,0,"Even though the rapid antigen test is notoriously unreliable, tomrw the #Netherlands will require me to take one to see if I get to go home or be quarantined in a foreign country. I’ve tested negative 4 times in 2 wks but it will all depend on that one. This is insanity! #COVID","[{'text': 'Netherlands', 'indices': [72, 84]}, {'text': 'COVID', 'indices': [272, 278]}]"
sallyjos,Summit SD/Lake Traverse Reservation,2021-01-30 23:48:27,13,"Imagine if 1 in 500 #SouthDakotans had died in floods or wild fires and @govkristinoem’s answer was to squawk about freedom, undermine preventive measures and campaign out of state. #COVID #SouthDakota","[{'text': 'SouthDakotans', 'indices': [39, 53]}]"
DrShad9,Phoenix,2021-01-30 23:47:51,0,"Spoke with @EmmaPLockhart @azfamily about the new #COVID variant from the UK that is now here in #Arizona why this matters, how to protect yourself and how this impacts our current #vaccine Tune in tonight on channel 3 or 5 to learn more #pandemic #CovidVaccine #covid19","[{'text': 'COVID', 'indices': [50, 56]}, {'text': 'Arizona', 'indices': [97, 105]}, {'text': 'vaccine', 'indices': [181, 189]}, {'text': 'pandemic', 'indices': [238, 247]}, {'text': 'CovidVaccine', 'indices': [248, 261]}, {'text': 'covid19', 'indices': [262, 270]}]"
TrueBlews1,Aussie,2021-01-30 23:47:28,7,"Scott Morrison ignored the constitutional duty of having a quarantine system in place (or developing one), it was the state Premiers and Territory leaders that got us through #COVID.

#auspol #auspol2021 #Insiders #COVID19 #COVID19Aus https://t.co/11pMV08JC6",[]
BenGuan6,,2021-01-30 23:46:54,0,"@AdamTGarton @ctvedmonton Yes but the #KLM 2x weekly #International flight ✈️ #Amsterdam #Netherlands 🇳🇱 to #Edmonton #Canada🇨🇦is not #nonstop currently due to #Coronavirus #Covid ,as it’s via #Calgary 1st which has better connecting options for passengers to Western Canada cities or UnitedStates🇺🇸.","[{'text': 'KLM', 'indices': [38, 42]}, {'text': 'International', 'indices': [53, 67]}, {'text': 'Amsterdam', 'indices': [78, 88]}, {'text': 'Netherlands', 'indices': [89, 101]}, {'text': 'Edmonton', 'indices': [108, 117]}, {'text': 'Canada', 'indices': [118, 125]}, {'text': 'nonstop', 'indices': [134, 142]}, {'text': 'Coronavirus', 'indices': [160, 172]}, {'text': 'Covid', 'indices': [173, 179]}, {'text': 'Calgary', 'indices': [193, 201]}]"
jtbrazier,Toronto,2021-01-30 23:46:14,0,"So let me get this straight... 

My kids can't go to school and I can't go out for a Beer but you can still come to Canada 🇨🇦 from India or China for a Vacation? 

WTF is going on?  🤬

#TrudeauFailedCanada 
#cdnpoli 
#lockdown 
#COVID 
#Fail","[{'text': 'TrudeauFailedCanada', 'indices': [185, 205]}, {'text': 'cdnpoli', 'indices': [207, 215]}, {'text': 'lockdown', 'indices': [217, 226]}, {'text': 'COVID', 'indices': [228, 234]}, {'text': 'Fail', 'indices': [236, 241]}]"
GrandmaResists,"Massachusetts, USA",2021-01-30 23:45:54,0,"@johnpavlovitz @GOPLeader While #CorruptAndComplicitGOP pursued its #trump election fiction, they paid no attention to #covid relief or to #CovidVaccine production and distribution @TheDemocrats are left to clean up mess.  More attention needs to be focused on #accountability #TrumpFailedAmerica","[{'text': 'CorruptAndComplicitGOP', 'indices': [32, 55]}, {'text': 'trump', 'indices': [68, 74]}, {'text': 'covid', 'indices': [119, 125]}, {'text': 'CovidVaccine', 'indices': [139, 152]}, {'text': 'accountability', 'indices': [261, 276]}, {'text': 'TrumpFailedAmerica', 'indices': [277, 296]}]"
someonetravels,"Guildford, UK",2021-01-30 23:45:31,0,"Why are takeaway coffee shops like Starbucks and Costa open at the moment. It's meant to be a #lockdown , only going out for essential reasons or exercise. Takeaway coffee is not an essential reason to go out and you can't drink your cappucino while going for a jog 
@GOVUK #COVID","[{'text': 'lockdown', 'indices': [94, 103]}, {'text': 'COVID', 'indices': [274, 280]}]"
dgn_star,"Austin, TX",2021-01-30 23:44:53,0,"You want the students to take the STAAR, @GregAbbott_TX?  Get them vaccinated or are you too comfortable getting your vaccine already?  I will sue the state of Texas if my son is forced to take the test and contracts #COVID.  #txlege","[{'text': 'COVID', 'indices': [217, 223]}, {'text': 'txlege', 'indices': [226, 233]}]"
Trace_neverLNP,"Perth, Western Australia",2021-01-30 23:43:47,7,"Scott Morrison ignored the constitutional duty of having a quarantine system in place (or developing one), it was the state Premiers and Territory leaders that got us through #COVID.

#auspol #auspol2021 #Insiders #COVID19 #COVID19Aus https://t.co/11pMV08JC6",[]
james00000001,"Sydney, Australia",2021-01-30 23:43:01,7,"Scott Morrison ignored the constitutional duty of having a quarantine system in place (or developing one), it was the state Premiers and Territory leaders that got us through #COVID.

#auspol #auspol2021 #Insiders #COVID19 #COVID19Aus https://t.co/11pMV08JC6",[]
rudolfnf,"Glenpool, OK",2021-01-30 23:42:05,0,"Learn more about what your life insurance covers from a #Covid-19 related chronic or critical illness, How to assess your risk, and protect yourself with Living benefits insurance. 
Try our service for free!
https://t.co/Ljw8BR0C6K https://t.co/CnfWYaEttH","[{'text': 'Covid', 'indices': [56, 62]}]"
BTLRadioNews,,2021-01-30 23:41:36,0,"With the new possibly more virulent #Covid strain from South Africa, here's what experts are now saying to improve mask effectiveness #WearaMask or two

https://t.co/ex7mHsfWCh #COVID19","[{'text': 'Covid', 'indices': [36, 42]}, {'text': 'WearaMask', 'indices': [134, 144]}, {'text': 'COVID19', 'indices': [177, 185]}]"
davekincaid,"WI, USA",2021-01-30 23:41:01,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
OurWeddingInCan,"Pretoria, South Africa",2021-01-30 23:36:17,0,"In my journey I have too many times reached this point that the master of ceremony was in, the point of just getting by and expecting less than what I once had.

At which part of your ceremony are you at? Are you expecting or you have given up? Order your copy @R200 #DJSBU #COVId https://t.co/UUbZQGlzNS","[{'text': 'DJSBU', 'indices': [267, 273]}, {'text': 'COVId', 'indices': [274, 280]}]"
dontcallmecatXX,"Gainesville, FL",2021-01-30 23:35:47,0,"Who new a #covid crazy 2020 would elevate #TampaBay sports to 1 or 2 in 3 of 4 big sports, and we don’t even have a 🏀 team @Buccaneers @RaysBaseball @TBLightning","[{'text': 'covid', 'indices': [10, 16]}, {'text': 'TampaBay', 'indices': [42, 51]}]"
LegendPublic,"Edmonton, Alberta",2021-01-30 23:34:34,0,"Perhaps @jkenney and his UCP can find a way to invest in or endorse #Covid19?  Given their track record, seems certain we will observe its’ imminent demise. #MakeItHappen #AbLeg #COVID #covidab @JanisIrwin @RachelNotley @allisonjade @stardustnf","[{'text': 'Covid19', 'indices': [68, 76]}, {'text': 'MakeItHappen', 'indices': [157, 170]}, {'text': 'AbLeg', 'indices': [171, 177]}, {'text': 'COVID', 'indices': [178, 184]}, {'text': 'covidab', 'indices': [185, 193]}]"
TruthDrivenLife,"San Diego, CA",2021-01-30 23:34:23,0,"Sorry but I've never been scared of #COVID. I do not walk by people angry, scared, depressed, or otherwise not friendly. I say hello. I have my mask on me &amp; wear it where Dr. Fauci tells me to. I'm proud to have made it this far, landed worked &amp; used kindness throughout. #Done","[{'text': 'COVID', 'indices': [36, 42]}, {'text': 'Done', 'indices': [280, 285]}]"
marggilroy,Toowoomba,2021-01-30 23:32:54,7,"Scott Morrison ignored the constitutional duty of having a quarantine system in place (or developing one), it was the state Premiers and Territory leaders that got us through #COVID.

#auspol #auspol2021 #Insiders #COVID19 #COVID19Aus https://t.co/11pMV08JC6",[]
xrazorbax,,2021-01-30 23:31:56,1632,"Wall St. backed Biden. Wall St. backed #CoVid lockdowns. Both have irreparably harmed the Main St. business owner. If you see a paltry stimulus check or increasing mid-sized business taxes as “economic justice”, you aren’t paying attention.","[{'text': 'CoVid', 'indices': [53, 59]}]"
JMComfortSr,"Wisconsin, USA",2021-01-30 23:31:35,0,@BillSomhigh36 Like it or not this is definitely a move only a Democrat would do. Finally something a lot of people would side with the Republicans on. #Liberals #Conservatives #CovidVaccine #COVID #Covid19 #IKnewThereWasSomething #justsayin #Gitmo #JustifyThis #Biden #America #USA,"[{'text': 'Liberals', 'indices': [152, 161]}, {'text': 'Conservatives', 'indices': [162, 176]}, {'text': 'CovidVaccine', 'indices': [177, 190]}, {'text': 'COVID', 'indices': [191, 197]}, {'text': 'Covid19', 'indices': [198, 206]}, {'text': 'IKnewThereWasSomething', 'indices': [207, 230]}, {'text': 'justsayin', 'indices': [231, 241]}, {'text': 'Gitmo', 'indices': [242, 248]}, {'text': 'JustifyThis', 'indices': [249, 261]}, {'text': 'Biden', 'indices': [262, 268]}, {'text': 'America', 'indices': [269, 277]}, {'text': 'USA', 'indices': [278, 282]}]"
RhysParton,Waywurru (Waveroo) Country,2021-01-30 23:31:25,7,"Scott Morrison ignored the constitutional duty of having a quarantine system in place (or developing one), it was the state Premiers and Territory leaders that got us through #COVID.

#auspol #auspol2021 #Insiders #COVID19 #COVID19Aus https://t.co/11pMV08JC6","[{'text': 'COVID', 'indices': [175, 181]}, {'text': 'auspol', 'indices': [184, 191]}, {'text': 'auspol2021', 'indices': [192, 203]}, {'text': 'Insiders', 'indices': [204, 213]}, {'text': 'COVID19', 'indices': [214, 222]}, {'text': 'COVID19Aus', 'indices': [223, 234]}]"
LicenceAgent,"Toronto, On",2021-01-30 23:30:06,1,"Are you an Ontario mother or father of a child learning online at home during the COVID-19 pandemic? A sociology researcher wants to hear about your experiences. Eligible participants will receive a 10 dollar grocery store gift card. #onted #COVID 
https://t.co/l9hDjAKfvn https://t.co/niqczjnLMw",[]
MEarthprime,In my satellite,2021-01-30 23:29:38,0,2day my Father got tested after taking my Mother in yesterday for #COVIDー19 . There both tested positive from going to a Church that doesn't wear masks or believe on #Covid .Now half the church is out with #Covid &amp; plenty of them are in the hospital.. https://t.co/oWVMDZrSis,"[{'text': 'COVIDー19', 'indices': [66, 75]}, {'text': 'Covid', 'indices': [166, 172]}, {'text': 'Covid', 'indices': [206, 212]}]"
MarcoDaCostaFX,StocksLand 💶💵💷,2021-01-30 23:29:13,0,The Virus Changed. Now We Must ‘Get to Zero’ or Face Catastrophe. #Covid  https://t.co/hzInhVQ2mW,"[{'text': 'Covid', 'indices': [66, 72]}]"
Scrivenesse,Chicagoland,2021-01-30 23:26:29,0,"Pretending that #COVID doesn’t exist won’t work. The virus does not care about the economy, or schools or politics or ANYTHING. Does. Not. Care. The economy will never recover unless and until the virus is brought under control. What part of this is difficult to comprehend? https://t.co/SG3f6SQlqU","[{'text': 'COVID', 'indices': [16, 22]}]"
skw_expressions,,2021-01-30 23:25:15,0,"Each painting I create is a representation of a memory, co worker or patient during my time working with Covid patients during the pandemic. These are their stories.

#houstonartist #houstontx 
#abstractpainting #abstractart #acrylicpainting #COVID #healthcare","[{'text': 'houstonartist', 'indices': [167, 181]}, {'text': 'houstontx', 'indices': [182, 192]}, {'text': 'abstractpainting', 'indices': [194, 211]}, {'text': 'abstractart', 'indices': [212, 224]}, {'text': 'acrylicpainting', 'indices': [225, 241]}, {'text': 'COVID', 'indices': [242, 248]}, {'text': 'healthcare', 'indices': [249, 260]}]"
Gods_Gift21,"Los Angeles, CA",2021-01-30 23:25:09,0,Larger fraud...? Stocks for the average person or masks for Covid?? #stocks #COVID #wallstreet #barstool,"[{'text': 'stocks', 'indices': [68, 75]}, {'text': 'COVID', 'indices': [76, 82]}, {'text': 'wallstreet', 'indices': [83, 94]}, {'text': 'barstool', 'indices': [95, 104]}]"
iniabeltok,,2021-01-30 23:24:29,71,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
LeslieNCurtis,,2021-01-30 23:24:18,1,"Are you an Ontario mother or father of a child learning online at home during the COVID-19 pandemic? A sociology researcher wants to hear about your experiences. Eligible participants will receive a 10 dollar grocery store gift card. #onted #COVID 
https://t.co/l9hDjAKfvn https://t.co/niqczjnLMw","[{'text': 'onted', 'indices': [234, 240]}, {'text': 'COVID', 'indices': [241, 247]}]"
CeliaGr28535021,,2021-01-30 23:22:58,28,"It definitely NEVER highlights the psychological toll on HCWs like myself who are tortured by the level of pain &amp; suffering we are dealing with, both Covid &amp; non-#Covid. 
Or the anxiety for those with non-#Covid health problems that are now pushed aside. 5/",[]
andrewsgirlies,"London, England",2021-01-30 23:22:55,0,Is this a win or lose considering this 66% effectiveness rate? Discuss 🤔 #COVID #covid19 #vaccine #children #pandemic #freedom #hope #johnsonandjohnson https://t.co/4yDV5bHHZT,"[{'text': 'COVID', 'indices': [73, 79]}, {'text': 'covid19', 'indices': [80, 88]}, {'text': 'vaccine', 'indices': [89, 97]}, {'text': 'children', 'indices': [98, 107]}, {'text': 'pandemic', 'indices': [108, 117]}, {'text': 'freedom', 'indices': [118, 126]}, {'text': 'hope', 'indices': [127, 132]}, {'text': 'johnsonandjohnson', 'indices': [133, 151]}]"
